,Neighborhood,Price,sq_mtrs,Bedrooms,Bathrooms
0,"General Mathenge, Westlands",155000.0,4.0,4.0,4.0
1,"Kilimani, Dagoretti North",100000.0,300.0,3.0,4.0
2,"Hatheru Rd,, Lavington, Dagoretti North",75000.0,3.0,3.0,5.0
3,"Kilimani, Dagoretti North",135000.0,227.0,3.0,4.0
4,"Imara Daima, Embakasi",50000.0,3.0,3.0,2.0
5,"Waiyaki Way, Westlands",150000.0,2.0,2.0,2.0
6,"Off Denis Pritt, Kilimani, Dagoretti North",100000.0,14.0,2.0,3.0
7,"Westlands Area, Westlands",100000.0,186.0,3.0,3.0
8,"Thika Road, Thika Road",85000.0,4.0,4.0,2.0
9,"Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
10,"Raphta rd, Rhapta Road, Westlands",95000.0,2.0,2.0,2.0
11,"Thindigua, Thindigua",75000.0,3.0,3.0,3.0
12,"Kileleshwa, Dagoretti North",65000.0,3.0,3.0,2.0
13,"Riverside, Westlands",85000.0,1.0,1.0,1.0
14,"Riverside Drive, Riverside, Westlands",220000.0,3.0,3.0,3.0
15,"Parklands, Westlands",120000.0,3.0,3.0,3.0
16,"Waiyaki Way, Westlands",50000.0,0.0,0.0,1.0
17,"Riara, Lavington, Dagoretti North",85000.0,2.0,2.0,2.0
18,"nyali road, nyali road, Nyali Area, Nyali",12000.0,90.0,1.0,1.0
19,"Sports Road, Waiyaki Way, Westlands",13000.0,0.0,0.0,2.0
20,"MUIRU, Ruaka, Kiambaa",13000.0,2.0,2.0,1.0
21,"Ruaka, Kiambaa",13000.0,0.0,0.0,1.0
22,"fisharies, mtambo bamburi road, Bamburi, Kisauni",13000.0,1.0,1.0,1.0
23,"SHULE, Ruaka, Kiambaa",14000.0,2.0,2.0,1.0
24,"Ruaka, Kiambaa",15000.0,2.0,2.0,1.0
25,"Uthiru 87, Waiyaki Way, Uthiru/Ruthimitu, Dagoretti South",15000.0,45.0,1.0,1.0
26,"Kiambu Road, Kiambu Road",15000.0,0.0,0.0,1.0
27,"Zimmerman, Zimmermann, Roysambu",15000.0,2.0,2.0,1.0
28,"MUCHATHA- NATIONAL OIL, Ruaka, Kiambaa",16000.0,2.0,2.0,2.0
29,"Kasarani Area, Kasarani",16000.0,1.0,1.0,1.0
30,"Along Kikuyu Road, Uthiru/Ruthimitu, Dagoretti South",16000.0,2.0,2.0,1.0
31,"Ngong, Kajiado North",16000.0,1.0,1.0,1.0
32,"Kahigu Road-Ruaka, Ruaka, Kiambaa",16000.0,1.0,1.0,1.0
33,"Kindaruma Road, Kilimani, Dagoretti North",98000.0,3.0,3.0,3.0
34,"General Mathenge, Westlands",200000.0,3.0,3.0,3.0
35,"Seasons, Kasarani Area, Kasarani",16000.0,1.0,1.0,1.0
36,"Ruaka, Kiambaa",16000.0,1.0,1.0,2.0
37,"Athi River Area, Athi River",17000.0,1.0,1.0,2.0
38,"Sub zone, Ngong",17000.0,1.0,1.0,1.0
39,"SLAUGHTER, Ruaka, Kiambaa",17000.0,2.0,2.0,2.0
40,"Ruaka, Kiambaa",17000.0,2.0,2.0,2.0
41,"Oloolua Rd, Ngong, Kajiado North",17000.0,2.0,2.0,2.0
42,"Imara Daima, Embakasi",17500.0,1.0,1.0,2.0
43,"Ruaka-Banana, Ruaka, Kiambaa",18000.0,2.0,2.0,2.0
44,"Bombolulu, Mombasa malindi road, Nyali Area, Nyali",18000.0,1.0,1.0,1.0
45,"THOGOTO, Kikuyu Town, Kikuyu",18000.0,1.0,1.0,1.0
46,"Shanzu serena, Serena, Nyali Area, Nyali",19000.0,180.0,1.0,1.0
47,"Getathuru, Kitisuru, Westlands",20000.0,1.0,1.0,2.0
48,"Ndwaru, Riruta, Dagoretti South",20000.0,2023.0,1.0,1.0
49,"Kasarani - Mwiki Rd, Kasarani Area, Kasarani",20000.0,2.0,2.0,2.0
50,"Kilimani, Dagoretti North",70000.0,2.0,2.0,2.0
51,"Arwings Kodheck, Kilimani, Dagoretti North",75000.0,125.0,2.0,2.0
52,"Limuru Road, Ruaka, Kiambaa",20000.0,4000.0,1.0,1.0
53,"BYPASS, EASTERN BYPASS, Ruiru, Ruiru",20000.0,2.0,2.0,2.0
54,"Ruaka, Kiambaa",20000.0,1.0,1.0,1.0
55,"50, 3rd avenue nyali, Nyali Area, Nyali",20000.0,200.0,1.0,1.0
56,"RUMENYE, Ruaka, Kiambaa",20000.0,2.0,2.0,2.0
57,"links road, BEACH ROAD, Nyali Area, Nyali",20000.0,1200.0,1.0,1.0
58,"Limuru Road, Ruaka, Kiambaa",20000.0,4000.0,1.0,1.0
59,"Ongata Rongai, Kajiado North",20000.0,2.0,2.0,2.0
60,"Kisumu Central Area, Kisumu Central",20000.0,2.0,2.0,2.0
61,"Kikuyu Town, Kikuyu",22000.0,2.0,2.0,2.0
62,"Gravilla Estate, Kabete Area, Kabete",22000.0,2.0,2.0,1.0
63,"Ngong, Kajiado North",22000.0,2.0,2.0,1.0
64,"Riverside, Westlands",280000.0,3.0,3.0,2.0
65,"THOGOTO, Kikuyu Town, Kikuyu",18000.0,1.0,1.0,1.0
66,"Limuru Road, Ruaka, Kiambaa",23000.0,4000.0,1.0,1.0
67,"Kisumu Central Area, Kisumu Central",23000.0,2.0,2.0,2.0
68,"Utawala, Embakasi",24000.0,2.0,2.0,2.0
69,"Nairobi West, Langata",24000.0,3.0,3.0,2.0
70,"Vok, New Malindi Mombasa road, Frere Town, Nyali",24000.0,2.0,2.0,2.0
71,"Garissa Road, Thika, Thika",25000.0,3.0,3.0,2.0
72,"Limuru Road, Ruaka, Kiambaa",25000.0,4000.0,2.0,2.0
73,"Ruaka, Kiambaa",25000.0,1.0,1.0,1.0
74,"Imara Daima, Embakasi",25000.0,2.0,2.0,2.0
75,"Thogoto -DAVAN APARTMENT, Thogoto, Kikuyu Town, Kikuyu",25000.0,2.0,2.0,2.0
76,"NGONG ROAD, NGONG ROAD, Dagoretti Corner, Dagoretti South",25000.0,2.0,2.0,1.0
77,"Nyali Area, Nyali",25000.0,2.0,2.0,2.0
78,"Ruaka, Kiambaa",25000.0,1.0,1.0,2.0
79,"Makueni Rd, Kileleshwa, Dagoretti North",100000.0,3.0,3.0,3.0
80,"Ruaka, Kiambaa",25000.0,1.0,1.0,2.0
81,"Limuru Road, Ruaka, Kiambaa",25000.0,1012.0,1.0,1.0
82,"BYPASS, NORTHERN BYPASS, Ruiru, Ruiru",25000.0,2.0,2.0,1.0
83,"Garden Estate, Garden Estate, Roysambu",26000.0,1.0,1.0,2.0
84,"Ngumo Central, Ngumo Estate, Langata",27000.0,18.0,1.0,1.0
85,"Ruaka, Kiambaa",28000.0,2.0,2.0,2.0
86,"Syokimau, Athi River",28000.0,2.0,2.0,2.0
87,"links road, links road, Nyali Area, Nyali",28000.0,100.0,1.0,1.0
88,"Kikuyu Town, Kikuyu",28000.0,2.0,2.0,2.0
89,"Limuru Road, Ruaka, Kiambaa",28000.0,4047.0,2.0,2.0
90,"MOMBASA ROAD, Mombasa Road, Mombasa Road",28000.0,2.0,2.0,2.0
91,"Links road, Links road, Ziwa La Ngombe, Nyali",28000.0,200.0,2.0,2.0
92,"Nyali beach road, Nyali beach road, Nyali Area, Nyali",28000.0,120.0,2.0,2.0
93,"Syokimau, Athi River",28000.0,2.0,2.0,2.0
94,"Muringa Road, Kilimani, Dagoretti North",200000.0,240.0,5.0,5.0
95,"Limuru Road, Ruaka, Kiambaa",28000.0,2.0,2.0,2.0
96,"Kisumu West, Kisumu West",30000.0,1.0,1.0,1.0
97,"Thindigua, Tsavo Apartments, Kiambu Road, Kiambu Road",30000.0,35.0,2.0,1.0
98,"Phase 2, Thika East, Thika East",30000.0,9.0,2.0,2.0
99,"Karen, Karen, Langata",30000.0,1.0,1.0,1.0
100,"Kileleshwa, Dagoretti North",30000.0,0.0,0.0,2.0
101,"Limuru Road, Ruaka, Kiambaa",30000.0,125.0,2.0,2.0
102,"Limuru Road, Ruaka, Kiambaa",30000.0,2.0,2.0,2.0
103,"3rd, 3rd avenue, Parklands, Westlands",30000.0,1.0,1.0,1.0
104,"Links road, Links road, Ziwa La Ngombe, Nyali",30000.0,2500.0,3.0,3.0
105,"mtwapa, Mtwapa, Kilifi South",30000.0,1012.0,2.0,3.0
106,"NA, Racecourse, Ngong Road, Ngong Road",30000.0,1.0,1.0,1.0
107,"New Kitusuru, Westlands",30000.0,2.0,2.0,2.0
108,"Limuru Road, Ruaka, Kiambaa",30000.0,6071.0,1.0,1.0
109,"Syokimau, Athi River",30000.0,3.0,3.0,2.0
110,"Thigiri, Westlands",175000.0,150.0,2.0,2.0
111,"Riverside Drive, Riverside, Westlands",145000.0,3.0,3.0,5.0
112,"Mombasa Road, Mombasa Road",30000.0,2.0,2.0,2.0
113,"Maziwa rd, Imara Daima, Embakasi",30000.0,2.0,2.0,2.0
114,"Mwimuto, Kiambu Town, Kiambu Town",30000.0,2.0,2.0,2.0
115,"Ruaka, Kiambaa",32000.0,2.0,2.0,2.0
116,"Ngong Rd, Ngong Road, Ngong Road",32000.0,1.0,1.0,1.0
117,"Limuru Road, Ruaka, Kiambaa",32500.0,3035.0,2.0,2.0
118,"Five Star Gardens, 5 Star Gardens Off Airport View Road, Syokimau, Athi River",33000.0,105.0,3.0,2.0
119,"Near Watakatifu Centre, Kahara Road, Ngong, Kajiado North",33000.0,3.0,3.0,2.0
120,"Kisumu Road, Eldoret North, Eldoret North",33500.0,3.0,3.0,3.0
121,"Ruaka, Kiambaa",35000.0,125.0,3.0,2.0
122,"Kiamumbi, Windsor, Kiambu Constituency",35000.0,2.0,2.0,3.0
123,"Nairobi West, Langata",35000.0,3.0,3.0,2.0
124,"Kileleshwa, Dagoretti North",35000.0,1.0,1.0,2.0
125,"Kiambu Road, Kiambu Road",35000.0,120.0,1.0,1.0
126,"Laikipia Road, Kileleshwa, Dagoretti North",130000.0,2.0,2.0,2.0
127,"Migaa, Kiambu Road, Kiambu Road",35000.0,80.0,1.0,1.0
128,"Imara Daima, Embakasi",35000.0,2.0,2.0,2.0
129,"Beijing Road, Off Mombasa Road, Syokimau, Athi River",35000.0,3.0,3.0,2.0
130,"Imara Daima, Embakasi",35000.0,2.0,2.0,2.0
131,"Lower Kabete, Westlands",35000.0,300.0,2.0,2.0
132,"Limuru Road, Ruaka, Kiambaa",35000.0,130.0,2.0,2.0
133,"Kahawa Sukari, Roysambu",35000.0,2.0,2.0,2.0
134,"Langata Area, Langata",35000.0,55.0,2.0,1.0
135,"Mamba village, Off links road, Nyali Area, Nyali",35000.0,2500.0,3.0,2.0
136,"Imara Daima, Embakasi",35000.0,2.0,2.0,2.0
137,"Denis Pritt, Kilimani, Dagoretti North",35000.0,0.0,0.0,2.0
138,"BEIJING ROAD, Syokimau, Athi River",35000.0,3.0,3.0,2.0
139,"Nyayo Estate, Baraka/Nyayo, Embakasi",35000.0,3.0,3.0,2.0
140,"Syokimau, Athi River",35000.0,3.0,3.0,3.0
141,"Dennis Pritt, Lavington, Dagoretti North",90000.0,250.0,3.0,3.0
142,"Lenana road, Kilimani, Dagoretti North",100000.0,3.0,3.0,3.0
143,"Limuru Road, Ruaka, Kiambaa",35000.0,125.0,2.0,1.0
144,"1, Chambers, Ngara, Starehe",35000.0,186.0,2.0,2.0
145,"Mkomani, Mkomani, Mkomani, Nyali",35000.0,2000.0,2.0,2.0
146,"Westlands Area, Westlands",35000.0,2000.0,1.0,1.0
147,"Garden Estate, Roysambu",35000.0,2.0,2.0,2.0
148,"Syokimau, Athi River",35000.0,3.0,3.0,2.0
149,"Tatu City, Unity West, Ruiru, Ruiru",35750.0,85.0,2.0,2.0
150,"Gacharage, Ruaka, Kiambaa",37000.0,2.0,2.0,2.0
151,"Hellen Drive, Ruaka, Kiambaa",38000.0,2.0,2.0,2.0
152,"Ruaka, Kiambaa",38000.0,2.0,2.0,2.0
153,"Thiong'o, Mountain View, Westlands",38000.0,2.0,2.0,2.0
154,"Next To Uthiru Genesis Boarding School, Kinoo, Kabete",38000.0,3.0,3.0,2.0
155,"Ruaka Joyland, Limuru Road, Ruaka, Kiambaa",38000.0,45.0,2.0,2.0
156,"Ruaka, Kiambaa",38000.0,3.0,3.0,2.0
157,"Riverside Drive, Riverside, Westlands",38000.0,2.0,2.0,1.0
158,"Kiambere Road, Upper Hill, Langata",240000.0,3.0,3.0,2.0
159,"kikambala road, Kileleshwa, Dagoretti North",85000.0,3.0,3.0,3.0
160,"Masaba Road, Upper Hill, Langata",38000.0,1.0,1.0,1.0
161,"Ruaka, Kiambaa",38000.0,2.0,2.0,2.0
162,"Mbagathi way, Ngumo Estate, Langata",39000.0,2.0,2.0,1.0
163,"Limuru road, Ruaka, Kiambaa",40000.0,12000.0,2.0,2.0
164,"Maloi Apartments, Masai Lodge Road, Ongata Rongai, Kajiado North",40000.0,120.0,3.0,2.0
165,"Next to premier hospital, Links road, Nyali Area, Nyali",40000.0,2500.0,3.0,3.0
166,"Links road, Links road, Nyali Area, Nyali",40000.0,2500.0,3.0,3.0
167,"Naivasha Road, Naivasha Road, Dagoretti North",40000.0,1.0,1.0,1.0
168,"Gacharage, Ruaka, Kiambaa",40000.0,2.0,2.0,2.0
169,"Ngara, Starehe",40000.0,2.0,2.0,2.0
170,"Ole Sangale, Madaraka, Langata",40000.0,3.0,3.0,1.0
171,"beach road, Nyali Area, Nyali",40000.0,2500.0,3.0,2.0
172,"Naivasha Road, Dagoretti North",40000.0,2.0,2.0,2.0
173,"kiambu road, Thindigua, Thindigua",40000.0,2.0,2.0,2.0
174,"kiambu road, Thindigua, Thindigua",40000.0,2.0,2.0,2.0
175,"kilimani, kilimani, Kilimani, Dagoretti North",40000.0,1.0,1.0,1.0
176,"Parklands, Westlands",40000.0,3.0,3.0,1.0
177,"Naivasha Road, Dagoretti North",40000.0,2.0,2.0,2.0
178,"Kamiti, Kiambaa",40000.0,90.0,2.0,2.0
179,"Thika Road, Thika Road",40000.0,2.0,2.0,2.0
180,"Madaraka, Langata",40000.0,2.0,2.0,1.0
181,"Precious Gardens Estate, Riruta, Dagoretti South",40000.0,51.0,3.0,2.0
182,"Ruaka, Kiambaa",40000.0,100.0,2.0,2.0
183,"Limuru Road, Ruaka, Kiambaa",40000.0,4000.0,2.0,2.0
184,"Limuru Road, Ruaka, Kiambaa",40000.0,2.0,2.0,2.0
185,"Limuru Road, Ruaka, Kiambaa",40000.0,3.0,3.0,2.0
186,"Limuru Road, Ruaka, Kiambaa",40000.0,2024.0,3.0,2.0
187,"Makadara, Makadara",40000.0,2.0,2.0,1.0
188,"Naivasha Road, Naivasha Road, Dagoretti North",40000.0,2.0,2.0,2.0
189,"Ruaka, Kiambaa",40000.0,2.0,2.0,2.0
190,"Mbaazi Avenue, Lavington, Dagoretti North",40000.0,1.0,1.0,1.0
191,"Karen-Dagoretti Road, Karen, Langata",40000.0,2.0,2.0,2.0
192,"Koma Rock, Kangundo",40000.0,3.0,3.0,2.0
193,"Ruaka, Kiambaa",40000.0,2.0,2.0,2.0
194,"Mombasa Rd, Syokimau, Athi River",40000.0,3.0,3.0,2.0
195,"Ruaka, Kiambaa",42000.0,3.0,3.0,2.0
196,"Riara Heights, Naivasha Road, Dagoretti Corner, Dagoretti South",42500.0,35.0,2.0,1.0
197,"Garden Estate Rd, Garden Estate, Roysambu",43000.0,2.0,2.0,2.0
198,"USIU, SAFARI PARK AREA, Safari Park, Thika Road, Thika Road, Thika Road",43000.0,2.0,2.0,3.0
199,"Ruaka, Ruaka, Ruaka, Kiambaa",43000.0,2.0,2.0,2.0
200,"Naivasha Road, Dagoretti North",43500.0,2.0,2.0,2.0
201,"Gala lane, Ngara, Starehe",44000.0,2.0,2.0,1.0
202,"Mombasa Road, Mombasa Road",44000.0,2.0,2.0,4.0
203,"Ngong Racecourse, Ngong Road, Ngong Road",45000.0,1.0,1.0,1.0
204,"Limuru Road, Ruaka, Kiambaa",45000.0,20235.0,2.0,2.0
205,"Naivasha Road, Dagoretti North",45000.0,3.0,3.0,2.0
206,"Kamiti Road, Jacaranda Gardens, Kahawa West, Roysambu",45000.0,95.0,2.0,2.0
207,"2, Karen road, Karen, Langata",45000.0,4500.0,2.0,2.0
208,"Kileleshwa, Dagoretti North",45000.0,2.0,2.0,2.0
209,"Ruaka, Kiambaa",45000.0,3.0,3.0,2.0
210,"Ruaka, Kiambaa",45000.0,2.0,2.0,2.0
211,"New Kitisuru, Kitisuru, Westlands",45000.0,3.0,3.0,2.0
212,"Nairobi West, Langata",45000.0,2.0,2.0,2.0
213,"Kasarani Area, Kasarani",45000.0,3.0,3.0,2.0
214,"Syokimau, Athi River",45000.0,3.0,3.0,2.0
215,"Syokimau, Athi River",45000.0,3.0,3.0,2.0
216,"Chambers Road, Ngara, Starehe",45000.0,3.0,3.0,2.0
217,"Thindigua, Thindigua",45000.0,2.0,2.0,2.0
218,"Ruaka, Kiambaa",45000.0,2.0,2.0,2.0
219,"Nyali cinemax, Cinemax nyali, Ziwa La Ngombe, Nyali",45000.0,2500.0,3.0,2.0
220,"Langata Area, Langata",45000.0,2.0,2.0,2.0
221,"Langata Area, Langata",45000.0,2.0,2.0,2.0
222,"Chalbi Drive, Lavington, Dagoretti North",45000.0,1.0,1.0,1.0
223,"Imara Daima, Embakasi",45000.0,3.0,3.0,2.0
224,"Syokimau, Athi River",45000.0,3.0,3.0,4.0
225,"Kiambu Road, Kiambu Road",45000.0,2.0,2.0,2.0
226,"Juja farm road, Juja, Kiambu Constituency",45000.0,4.0,4.0,4.0
227,"Limuru Road, Ruaka, Kiambaa",45000.0,4000.0,3.0,2.0
228,"Limuru road, Ruaka, Kiambaa",45000.0,1.0,2.0,2.0
229,"Nyali beach road, Beach road nyali, Nyali Area, Nyali",45000.0,3.0,3.0,3.0
230,"Ngong Road, Ngong Road",45000.0,2.0,2.0,1.0
231,"Mandera Road, Kileleshwa, Dagoretti North",45000.0,35.0,1.0,1.0
232,"Langata Area, Langata",45000.0,2.0,2.0,2.0
233,"Denis Pritt, Kilimani, Dagoretti North",45000.0,1.0,1.0,1.0
234,"Parklands, Westlands",45000.0,2.0,2.0,2.0
235,"Karen, Langata",45000.0,3.0,3.0,2.0
236,"Kiambu Road, Kiambu Road",45000.0,2.0,2.0,2.0
237,"Highridge, Parklands, Westlands",45000.0,2.0,2.0,2.0
238,"Thiong'o Road, Mountain View, Westlands",45000.0,3.0,3.0,2.0
239,"Thiong'o, Mountain View, Westlands",45000.0,3.0,3.0,2.0
240,"Kiambu Road, Kiambu Road",46500.0,2.0,2.0,2.0
241,"Ruaka, Kiambaa",47000.0,3.0,3.0,2.0
242,"SANGALE ROAD, SANGALE ROAD, Nairobi West, Langata",48000.0,2.0,2.0,2.0
243,"Ngong Road, Ngong Road",48000.0,2.0,2.0,3.0
244,"Kilimani, Dagoretti North",48000.0,1.0,1.0,1.0
245,"Ole Sangale, Madaraka, Langata",48000.0,48.0,2.0,1.0
246,":, Hardy, Karen, Karen, Langata",48000.0,4500.0,2.0,2.0
247,"Likoni Road, South B, Langata",48000.0,3.0,3.0,2.0
248,"Limuru Road, Ruaka, Kiambaa",50000.0,10118.0,3.0,2.0
249,"Cinemax, Cinemax, Nyali Area, Nyali",50000.0,130.0,3.0,3.0
250,"Waiyaki Way, Westlands",50000.0,2.0,2.0,2.0
251,"Kileleshwa, Dagoretti North",50000.0,2.0,2.0,2.0
252,"New Kitisuru, Kitisuru, Westlands",50000.0,3.0,3.0,2.0
253,"Kiambu Rd, Thindigua, Kiambu Road, Kiambu Road",50000.0,3.0,3.0,3.0
254,"6, Bukani Road, Nairobi West, Langata",50000.0,150.0,3.0,1.0
255,"Kamiti Road, Kamiti, Kiambaa",50000.0,130.0,3.0,2.0
256,"Westlands Area, Westlands",50000.0,1.0,1.0,2.0
257,"Rhino park road, Karen, Langata",50000.0,4500.0,2.0,2.0
258,"Racecourse, Ngando Area, Ngong Road, Ngong Road",50000.0,3.0,3.0,2.0
259,"Ngong Road, Ngong Road",50000.0,3.0,3.0,2.0
260,"Kiambu Rd, Kiambu Road, Kiambu Road",50000.0,2.0,2.0,2.0
261,"Fourways Junction Estate, Kiambu Road, Kiambu Road",50000.0,80.0,2.0,2.0
262,"Migaa, Kiambu Road, Kiambu Road",50000.0,1.0,1.0,1.0
263,"Imara Daima, Embakasi",50000.0,3.0,3.0,2.0
264,"Nairobi West, Langata",50000.0,3.0,3.0,2.0
265,"Rhapta Road, Westlands",50000.0,1.0,1.0,1.0
266,"kiambu road, kiambu road, Kiambu Road, Kiambu Road",50000.0,300.0,3.0,3.0
267,"Thindigua, Thindigua",50000.0,3.0,3.0,2.0
268,"Upper Hill, Langata",50000.0,2.0,2.0,2.0
269,"Imara Daima, Embakasi",50000.0,3.0,3.0,2.0
270,"1 Ojijo, Parklands, Westlands",50000.0,2.0,2.0,1.0
271,"Upper Hill, Langata",50000.0,1.0,1.0,1.0
272,"Zambia Road, Ngong, Kajiado North",50000.0,3.0,3.0,3.0
273,"Kiambu Road, Kiambu Road",50000.0,3.0,3.0,3.0
274,"Kilimani, Dagoretti North",50000.0,1.0,1.0,2.0
275,"Waiyaki Way, Westlands",50000.0,0.0,0.0,1.0
276,"Ruaka, Kiambaa",51000.0,3.0,3.0,3.0
277,"riara road, Riara Road, Dagoretti North",52000.0,2.0,2.0,2.0
278,"kiambu road, kiambu road, Kiambu Road, Kiambu Road",52000.0,300.0,2.0,3.0
279,"Kiambu Road, Kiambu Road",52000.0,2.0,2.0,2.0
280,"Milimani, Kilimani, Dagoretti North",52500.0,2.0,2.0,1.0
281,"Limuru Road, Ruaka, Kiambaa",54000.0,20235.0,3.0,3.0
282,"Ruaka, Kiambaa",54000.0,3.0,3.0,2.0
283,"Four Points Apartments, Uthiru/Ruthimitu, Dagoretti South",55000.0,94.0,2.0,2.0
284,"Kilimani, Dagoretti North",55000.0,2.0,2.0,2.0
285,"Gatundu road , Kileleshwa, Dagoretti North",55000.0,1.0,1.0,1.0
286,"Rhaphta Road, Waiyaki Way, Westlands",55000.0,3.0,3.0,1.0
287,"Kileleshwa, Dagoretti North",55000.0,2.0,2.0,2.0
288,"Rhapta Road, Westlands",55000.0,1.0,1.0,2.0
289,"Kiambu Road, Kiambu Road",55000.0,3.0,3.0,2.0
290,"Kiambu Rd, Thindigua, Thindigua",55000.0,3.0,3.0,3.0
291,"Kahawa West, Roysambu",55000.0,2.0,2.0,2.0
292,"Wanyee Road, Naivasha Road, Dagoretti North",55000.0,3.0,3.0,2.0
293,"Nyali primary, Nyali, Nyali Area, Nyali",55000.0,2000.0,2.0,2.0
294,"Fourways Junction Estate, Kiambu Road, Kiambu Road",55000.0,2.0,2.0,2.0
295,"Ngong Road, Ngong Road, Ngong Road",55000.0,2.0,2.0,1.0
296,"Lavington, Dagoretti North",55000.0,2.0,2.0,2.0
297,"Denis Pritt, Kilimani, Dagoretti North",55000.0,1.0,1.0,1.0
298,"Off Naivasha road, Dagoretti Corner, Dagoretti South",55000.0,3.0,3.0,2.0
299,"5th avenue, Citymall Nyali, Nyali Area, Nyali",55000.0,2.0,2.0,2.0
300,"kiambu road, kiambu road, Kiambu Road, Kiambu Road",55000.0,260.0,3.0,3.0
301,"Loresho, Westlands",55000.0,107.0,2.0,2.0
302,"Kilimani, Dagoretti North",55000.0,1.0,1.0,1.0
303,"Limuru Road, Ruaka, Kiambaa",55000.0,8094.0,3.0,2.0
304,"Loresho, Westlands",55000.0,40470.0,2.0,3.0
305,"Kilimani, Dagoretti North",55000.0,1.0,1.0,2.0
306,"kilimani, kilimani, Kilimani, Dagoretti North",55000.0,2.0,2.0,2.0
307,"Lavington, Dagoretti North",55000.0,3.0,3.0,2.0
308,"Kileleshwa, Dagoretti North",55000.0,3.0,3.0,3.0
309,"Riverside Mews, Riverside, Westlands",55000.0,1.0,1.0,1.0
310,"Loresho, Westlands",55000.0,2.0,2.0,2.0
311,"Kahawa West, Roysambu",55000.0,3.0,3.0,2.0
312,"Mombasa CBD, Mombasa CBD",55000.0,3.0,3.0,2.0
313,"Nyali Area, Nyali",55000.0,1.0,1.0,2.0
314,"Kahawa West, Roysambu",55000.0,3.0,3.0,2.0
315,"Kiambu Road, Kiambu Road",55000.0,3.0,3.0,4.0
316,"Kiambu Road, Kiambu Road",55000.0,3.0,3.0,2.0
317,"Mountain View, Westlands",55000.0,2.0,2.0,2.0
318,"Kitisuru, Westlands",55000.0,110.0,2.0,2.0
319,"Nyali links road, Nyali links road, Nyali Area, Nyali",55000.0,3.0,3.0,4.0
320,"Kilimani, Dagoretti North",55000.0,2.0,2.0,2.0
321,"Mwimuto, New Kitusuru, Westlands",55000.0,2.0,2.0,2.0
322,"Karenend Apartments, Karinde, Karen, Langata",55000.0,95.0,2.0,2.0
323,"waiyaki, waiyaki, Loresho, Westlands",55000.0,2.0,2.0,2.0
324,"Thindigua, Thindigua",55000.0,3.0,3.0,3.0
325,"Lavington, Dagoretti North",55000.0,2.0,2.0,2.0
326,"Fourways Junction Estate, Kiambu Road, Kiambu Road",55000.0,80.0,2.0,2.0
327,"Kilimani, Dagoretti North",55000.0,1.0,1.0,1.0
328,"Kileleshwa, Dagoretti North",55000.0,3.0,3.0,4.0
329,"Kileleshwa, Dagoretti North",55000.0,3.0,3.0,3.0
330,"Statehouse Crescent, Off Statehouse Road, State House, Dagoretti North",55000.0,2.0,2.0,2.0
331,"Kileleshwa, Dagoretti North",55000.0,2.0,2.0,2.0
332,"nyali, nyali road, Mkomani, Nyali",55000.0,2.0,2.0,2.0
333,"Upper Hill, Langata",55000.0,2.0,2.0,1.0
334,"kinoo 87/Uthiru, Kinoo, Kabete",55000.0,3.0,3.0,3.0
335,"Thindigua, Kiambu Road, Kiambu Road",56000.0,3.0,3.0,2.0
336,"Thindigua, Thindigua",56000.0,3.0,3.0,4.0
337,"Thika Road, Kahawa, Roysambu",57750.0,4.0,4.0,2.0
338,"Kangundo Road, Kileleshwa, Dagoretti North",58000.0,2.0,2.0,2.0
339,"Chinga Dam Apartments, Iregi Road, Parklands, Westlands",58500.0,3.0,3.0,2.0
340,"Rhapta road, Rhapta Road, Westlands",59000.0,2.0,2.0,2.0
341,"Loresho, Westlands",60000.0,125.0,3.0,3.0
342,"Naivasha Road, Dagoretti North",60000.0,3.0,3.0,2.0
343,"Kilimani, Dagoretti North",60000.0,1.0,1.0,1.0
344,"George Pardmore lane, Kilimani, Dagoretti North",60000.0,1.0,1.0,1.0
345,"Jamhuri, Ngong",60000.0,3.0,3.0,2.0
346,"Lavington, Dagoretti North",60000.0,2.0,2.0,2.0
347,"1, Riara, Kilimani, Dagoretti North",60000.0,2.0,2.0,1.0
348,"Kileleshwa, Dagoretti North",60000.0,2.0,2.0,2.0
349,"Riara Road, Dagoretti North",60000.0,2.0,2.0,2.0
350,"Riara, Lavington, Dagoretti North",60000.0,2.0,2.0,2.0
351,"Kasuku Center, Kileleshwa, Dagoretti North",60000.0,3.0,3.0,2.0
352,"kileleshwa, kileleshwa, Kileleshwa, Dagoretti North",60000.0,2.0,2.0,2.0
353,"kilimani, kilimani, Kilimani, Dagoretti North",60000.0,2.0,2.0,2.0
354,"lavington, lavington, Lavington, Dagoretti North",60000.0,2.0,2.0,2.0
355,"Mandera Road, Kileleshwa, Dagoretti North",60000.0,51.0,1.0,1.0
356,"Loresho, Loresho, Westlands",60000.0,2.0,2.0,2.0
357,"Kilimani, Dagoretti North",60000.0,2.0,2.0,2.0
358,"Kileleshwa, Dagoretti North",60000.0,2.0,2.0,2.0
359,"Loresho, Westlands",60000.0,129.0,3.0,2.0
360,"Westlands Area, Westlands",60000.0,2.0,2.0,2.0
361,"Kileleshwa, Dagoretti North",60000.0,2.0,2.0,1.0
362,"Thindigua, Thindigua",60000.0,8000.0,3.0,2.0
